date,fed_funds,tbill_3m,tbond_10y,spread
2005-01-01,2.0,1.7100351392369162,3.4390080407916566,1.7289729015547404
2005-02-01,2.004861023497356,2.1789455529615203,3.7170354302866677,1.5380898773251475
2005-03-01,1.9774211607728676,2.1286060435201257,3.635613992214241,1.5070079486941155
2005-04-01,1.9805690965020128,2.3464981151269435,3.7038538373625784,1.357355722235635
2005-05-01,2.0209706504824068,2.3488694752209205,3.644382584286689,1.2955131090657686
2005-06-01,1.9167347172282714,2.053722277361501,3.3898219508942393,1.3360996735327384
2005-07-01,2.014596567644921,2.2847872874993924,3.6729750388943665,1.388187751394974
2005-08-01,1.9873980116104069,2.395152878959305,3.4315159215875495,1.0363630426282446
2005-09-01,1.95246953433836,1.9135115490907502,2.9232315417919583,1.0097199927012082
2005-10-01,1.891909950370481,1.9394212087519407,3.473591341974091,1.5341701332221505
2005-11-01,1.946212756683023,2.100178866462191,3.0208375346246266,0.9206586681624356
2005-12-01,1.9858961169268532,1.8142463014062349,3.134743775555785,1.3204974741495503
2006-01-01,2.059084035562604,1.9422643164394058,3.406644840847516,1.4643805244081103
2006-02-01,2.111989026299001,2.344239281176862,3.848473975764615,1.504234694587753
2006-03-01,2.126981483185021,2.140805888723574,3.574588520762559,1.433782632038985
2006-04-01,2.1458864777311786,2.336525510222393,4.3097221658062965,1.9731966555839033
2006-05-01,2.201755088444755,2.2788330340856024,3.934770940590546,1.6559379065049438
2006-06-01,2.145814231120466,2.4926362127522155,3.6799450615255265,1.187308848773311
2006-07-01,2.141797806910605,2.296700043322504,3.0472787225058635,0.7505786791833593
2006-08-01,2.1639021917745715,2.2905415214624116,3.90638865933896,1.6158471378765484
2006-09-01,2.1347990800205867,2.1794066252470388,3.7999680261811113,1.6205614009340725
2006-10-01,2.177609965560945,2.0727378951768674,3.826940739930917,1.7542028447540496
2006-11-01,2.1544766353576357,1.9449233684383183,3.702504899763184,1.757581531324866
2006-12-01,2.1943368547766213,2.8278051220856186,3.604714183287626,0.7769090612020073
2007-01-01,2.2013969402819047,2.364426352193855,3.8501016706945106,1.4856753185006557
2007-02-01,2.2283147223080526,2.5342896197838236,3.4608552698066526,0.926565650022829
2007-03-01,2.1320169925497336,2.0551790376748427,3.2776340453125834,1.2224550076377407
2007-04-01,2.078576964765059,2.272601565986964,3.9060993682101395,1.6334978022231756
2007-05-01,2.158693040496806,2.3350627497799348,3.48506157552973,1.1499988257497953
2007-06-01,2.1682728140778944,2.0954484708852203,3.515312936875389,1.4198644659901687
2007-07-01,2.1618813059082918,2.6654921441122896,3.7761749446911406,1.110682800578851
2007-08-01,2.2195723666147917,2.6180475840217863,4.251851335126759,1.6338037511049723
2007-09-01,2.2643547433148705,2.332248511594279,4.3371639520086545,2.0049154404143756
2007-10-01,2.259220066758772,2.5827222875349936,4.021152396617297,1.4384301090823035
2007-11-01,2.2167850774243254,2.5540445844753688,3.1738569610923237,0.619812376616955
2007-12-01,2.3366289831611513,2.554840816361833,4.236458645159994,1.681617828798161
2008-01-01,2.3778169822064763,2.5860547989573415,4.39107704639551,1.8050222474381683
2008-02-01,2.273662841147409,2.4028375020047656,3.8115840745921123,1.4087465725873467
2008-03-01,2.324124078481606,2.4263040014148176,4.05127561139581,1.6249716099809923
2008-04-01,2.3702376584938882,2.1833635610800233,3.563933805611066,1.3805702445310426
2008-05-01,2.419363734637567,2.4343620550109457,3.717530966132264,1.2831689111213183
2008-06-01,2.3896927729705784,2.582878061997158,3.861400519859698,1.27852245786254
2008-07-01,2.481215196105196,2.5317614000043447,3.975135542930915,1.4433741429265705
2008-08-01,2.428111768754777,2.7492683107368734,3.909386656280047,1.1601183455431734
2008-09-01,2.5031791702678143,2.623322540494983,4.118685050453783,1.4953625099587997
2008-10-01,2.5182740885585924,2.4512890409384234,3.972772487875257,1.5214834469368337
2008-11-01,2.6261851009666057,2.4764358312920343,4.542502683616617,2.066066852324583
2008-12-01,2.594726673847698,2.509726573788488,3.6055615884973213,1.0958350147088334
2009-01-01,2.636512723816309,2.7295523613705086,4.5434256506644735,1.8138732892939649
2009-02-01,2.6883660303485573,2.7457037258073993,4.514677145137443,1.768973419330044
2009-03-01,2.660511076181675,2.2166047125475266,4.166913322331014,1.9503086097834879
2009-04-01,2.655771549130885,2.864282177919402,4.079173733862416,1.214891555943014
2009-05-01,2.6221543256872915,3.0407195279386903,4.334945041336696,1.2942255133980058
2009-06-01,2.6492373136636016,2.610453288869374,4.007000670294797,1.3965473814254232
2009-07-01,2.6905231846697255,2.8835386037256647,4.3785038429150935,1.4949652391894288
2009-08-01,2.664835577864333,2.6104734288518836,4.233764998596113,1.6232915697442296
2009-09-01,2.682825134647649,3.0432538294089304,3.928806681888651,0.8855528524797207
2009-10-01,2.6374228718998176,2.5778781638611377,4.592459513784076,2.014581349922938
2009-11-01,2.5968496783676667,2.6610577901055916,4.345968474831689,1.684910684726097
2009-12-01,2.462784286783624,2.850666650333329,4.055145424211486,1.204478773878157
2010-01-01,2.382158788974113,2.669411480350401,4.422027371364999,1.7526158910145981
2010-02-01,2.335633893742331,2.372563905100763,4.273079016621679,1.900515111520916
2010-03-01,2.339725833671675,2.686986372997423,3.7884701876205042,1.1014838146230814
2010-04-01,2.433791511845047,2.6618464853993506,3.984875571701129,1.3230290863017782
2010-05-01,2.4476649714711014,2.760577614148782,4.016653811080716,1.256076196931934
2010-06-01,2.449890028758556,2.85718055672234,4.126968652285962,1.269788095563622
2010-07-01,2.4688300745639378,2.8955512606690017,4.241401675641591,1.3458504149725896
2010-08-01,2.3731693962459874,2.2955502813643727,3.9960645595837274,1.7005142782193547
2010-09-01,2.3731650653661243,2.306615207553656,3.9263042152574235,1.6196890077037676
2010-10-01,2.3143329982997267,2.520208726848338,3.4154901875930244,0.8952814607446862
2010-11-01,2.2753470059375083,2.3155152269977832,3.690442240826478,1.3749270138286946
2010-12-01,2.4010361227685304,1.8712713608416558,3.784825144318963,1.9135537834773073
2011-01-01,2.516967294183048,2.8121721258443966,3.9754581079058307,1.163285982061434
2011-02-01,2.577252879682371,2.424290639883772,3.8676595339335273,1.4433688940497555
2011-03-01,2.608764714498681,2.649665453913739,3.9977953162019393,1.3481298622882
2011-04-01,2.63758317199742,2.600953476832471,3.8110287971215513,1.2100753202890804
2011-05-01,2.5669610376150978,2.597026572108351,4.07881137628259,1.481784804174239
2011-06-01,2.4784259223910396,2.703402882664631,3.6228098274575067,0.9194069447928759
2011-07-01,2.4963952966526235,2.23451479338987,4.48472741856911,2.2502126251792403
2011-08-01,2.462818475085772,2.499909757331356,3.853108224205508,1.3531984668741521
2011-09-01,2.408172696737036,2.2009054959110657,4.335938267222508,2.135032771311442
2011-10-01,2.3995776486675777,2.43261803887066,3.8703199779092206,1.4377019390385604
2011-11-01,2.3915701281420603,2.5443796941857277,3.925083486310681,1.3807037921249532
2011-12-01,2.4004998880803936,2.694443332925725,4.349005719553898,1.6545623866281733
2012-01-01,2.3494164634010546,2.4009707284445514,3.801685105305387,1.4007143768608357
2012-02-01,2.3476100440717933,2.943922055338591,4.402083701495612,1.4581616461570208
2012-03-01,2.2655942846209363,2.5518296046176383,3.5513329817084482,0.9995033770908099
2012-04-01,2.34032327455397,2.68752209346947,3.9917939911826377,1.3042718977131678
2012-05-01,2.4343245508302958,2.682148769615195,4.129993432321967,1.4478446627067725
2012-06-01,2.358908560318356,2.4073547102504294,3.899741529690668,1.4923868194402385
2012-07-01,2.3832630781778805,2.387888225369179,3.720401984244991,1.332513758875812
2012-08-01,2.3658552046406585,2.283099915637467,4.304571507771769,2.0214715921343016
2012-09-01,2.3700943081757644,2.4764669874641645,3.7662105465726654,1.289743559108501
2012-10-01,2.371041940270936,1.8623729937695814,3.900073110064843,2.0377001162952615
2012-11-01,2.444497409592265,2.4471713627668192,3.52119833938597,1.0740269766191508
2012-12-01,2.476836350993471,2.5704259306833457,3.9674623470069688,1.397036416323623
2013-01-01,2.4159098028856234,2.2366096177020633,3.4138327996956677,1.1772231819936043
2013-02-01,2.417636708075811,2.303080588441707,4.28109261627764,1.9780120278359328
2013-03-01,2.4130185827561443,2.593857278226196,4.091354005874073,1.4974967276478766
2013-04-01,2.3579117354905055,2.5790767563675425,4.291829701273295,1.7127529449057528
2013-05-01,2.3680029401751153,2.530217208799849,3.8557349305814084,1.3255177217815595
2013-06-01,2.3634750422644575,2.008608859750596,4.194228205432018,2.1856193456814217
2013-07-01,2.4475166325738815,2.919014747483422,4.395457028446515,1.4764422809630928
2013-08-01,2.431540754091153,2.484843183631266,3.6448155113499303,1.1599723277186644
2013-09-01,2.4565969900079456,3.158971864611899,3.7948030477063304,0.6358311830944312
2013-10-01,2.305991704773431,2.397190583624377,3.565094376593011,1.1679037929686342
2013-11-01,2.1972945083267312,2.4049442553164484,3.946941039475096,1.5419967841586475
2013-12-01,2.215861331741853,2.226091448559992,4.044042171042728,1.8179507224827356
2014-01-01,2.2220666322180933,2.449070111110814,3.896879205920762,1.4478090948099478
2014-02-01,2.276663586584583,2.7201556308164676,3.4652044226346312,0.7450487918181636
2014-03-01,2.20191744438165,2.399436736568684,3.683123549561648,1.283686812992964
2014-04-01,2.1826248287721177,2.485181705148626,3.6169815285437927,1.1317998233951667
2014-05-01,2.0276793681111367,2.261427049081349,3.1852657120482757,0.9238386629669266
2014-06-01,1.977811794651723,1.7460741881218635,3.826910544805052,2.0808363566831884
2014-07-01,1.9526041270370451,2.179653209936222,4.0811730699048505,1.9015198599686287
2014-08-01,1.947357196059395,1.9100293121292924,3.965363230350035,2.0553339182207426
2014-09-01,1.9155381529080049,2.1148821159172355,3.237905320686072,1.1230232047688364
2014-10-01,1.9712631823679965,1.874267358867549,3.8405601623729018,1.9662928035053528
2014-11-01,1.8868044022608754,2.2555763279226335,2.8270493954593743,0.5714730675367408
2014-12-01,1.8143112458736244,1.8043774899226421,2.9506568319035007,1.1462793419808586
2015-01-01,1.841695491309503,2.361762079404902,3.508522063730002,1.1467599843251
2015-02-01,1.821577689856324,1.8514497168092923,3.0851162817871174,1.2336665649778251
2015-03-01,1.8982265236297087,2.172706363052741,3.307795896287184,1.135089533234443
2015-04-01,1.938634880844387,1.777089048615173,3.958574361251819,2.1814853126366462
2015-05-01,1.9584456475589602,2.0960560105771306,3.4023759064250925,1.3063198958479618
2015-06-01,1.8588432427021742,1.8109754535555689,3.5482948051064245,1.7373193515508556
2015-07-01,1.8249343179133883,2.043969068544535,3.2761432710871676,1.2321742025426325
2015-08-01,1.8414774621556114,2.235256522840597,3.5363243241116273,1.3010678012710302
2015-09-01,1.8063941239991839,2.1320916874204903,3.582655334455213,1.4505636470347225
2015-10-01,1.8238078587755184,1.8019850673006834,3.259192203338116,1.4572071360374328
