date,gdp_growth,inflation,output_gap
2000-01-01,0.5,0.5,0.0
2000-04-01,0.6523585398772157,0.21300476812785135,0.15235853987721568
2000-07-01,0.9496326830536083,0.6138906796007209,0.49711242980500114
2000-10-01,-0.3520168573709078,0.2365512578144896,-0.5778276504829173
2001-01-01,0.33466001859092137,0.20311225989852266,-0.39834191880269115
2001-04-01,0.47168620083527973,0.0529984045864379,-0.32707411379429735
2001-07-01,0.9759050072233544,0.444020773880955,0.1780396963959764
2001-10-01,0.6813847735595189,0.847782154168246,0.17544710589738913
2002-01-01,0.7533918877770538,0.5197290077307766,0.3741123558439341
2002-04-01,0.7584200576012878,0.26381511955169656,0.4836652767163967
2002-07-01,1.040369655978853,0.35761381327037617,0.8261573720267537
2002-10-01,0.5839183336939878,0.24806928876702358,0.5684947158487726
2003-01-01,1.1616392405685092,0.3064855742009753,1.0660664420160333
2003-04-01,0.5036793036689017,0.3169817988226393,0.638689242531273
2003-07-01,0.7855602039950809,0.5067044436685161,0.7771059868016927
2003-10-01,0.7913639226296668,0.6732174216700801,0.8280510952393484
2004-01-01,1.6409112350571227,0.5388958863851548,1.7332646766267095
2004-04-01,0.5822624173428526,0.3651408637481013,1.130490376765599
2004-07-01,0.8461543501157935,0.7734034133070811,1.212382012700227
2004-10-01,0.5195322348765924,0.481643163731988,0.912931881332744
2005-01-01,0.09545474624415906,0.7083046627036316,0.31810489722057556
2005-04-01,0.7294330432046057,0.8135322816963084,0.6261110033781816
2005-07-01,0.20472183114740367,0.825592646267662,0.16813394905819817
2005-10-01,0.43720018928781895,0.8037575229634375,0.19285006381692266
2006-01-01,0.8864986934640968,0.8015689401712018,0.5899944400276331
2006-04-01,0.9252494955580564,0.7756969136397136,0.8114523335580539
2006-07-01,0.7445648566484375,0.9286367820772644,0.7937215661914352
2006-10-01,-0.1980721311410284,0.7413726253793166,-0.093600656974685
2007-01-01,0.0312547709733621,0.4673938767354676,-0.31006685272614576
2007-04-01,0.22506591800511996,0.9272208456338142,-0.38562460779425844
2007-07-01,-0.058117867008467106,1.1007913942213703,-0.7414152440820284
2007-10-01,-0.5689493853325795,0.8171825736088033,-1.4345670810735252
2008-01-01,0.2289734595918486,0.8694470316673167,-1.0662771323063174
2008-04-01,0.7373606246072504,1.0080657657066916,-0.4974084159486265
2008-07-01,0.3460390746872871,0.7538085294256766,-0.57228926888312
2008-10-01,0.8574188100921953,0.6375766268678535,-0.02884347447791913
2009-01-01,-0.04437518132808771,0.29918841511106314,-0.6609179412512962
2009-04-01,-0.10295753891033832,0.506361354727469,-0.9884604960018426
2009-07-01,0.3896894708894342,0.7064506775840419,-0.7195555287661916
2009-10-01,0.23263545034015892,0.7115618551763152,-0.7892707461812204
2010-01-01,0.7114296465680845,0.5669211092243571,-0.31862139996130795
2010-04-01,0.7851244018266953,0.3838384764654589,-0.026509501190340623
2010-07-01,0.4156265496189268,0.3434217854176573,-0.2027345242348084
2010-10-01,-0.10757403645060759,0.557268321508981,-0.7601074421823666
2011-01-01,0.07729978681255767,0.5384573588520625,-0.8427871238472553
2011-04-01,0.6097175296115155,0.6647444933460548,-0.4338563696248498
2011-07-01,0.8491333640352422,0.616261376469987,-0.014392541213486765
2011-10-01,0.38146471554149697,0.5999241684588332,-0.22316318899286627
2012-01-01,-0.38922021916244914,0.15488641197133196,-1.0221977681733079
2012-04-01,-0.39360451312306916,-0.06021457085863463,-1.4791080207158476
2012-07-01,0.48782721651066097,-0.1834741418652159,-0.9833993032109599
2012-10-01,0.37561430212002495,0.43572795085570154,-0.9758007195884628
2013-01-01,0.29097951001972433,0.6950449512451183,-0.9587725612014832
