date,eurusd,log_return
2020-01-02,1.1,0.0
2020-01-03,1.0981692038277084,-0.0016657467427269729
2020-01-06,1.0993092102985509,0.0010375588363323723
2020-01-07,1.1029237734015451,0.003282637555187984
2020-01-08,1.1060278714964693,0.0028104735975587603
2020-01-09,1.104088383472921,-0.0017551009066159168
2020-01-10,1.0953654064735294,-0.007931990000537806
2020-01-13,1.0912074700118068,-0.0038031583745874314
2020-01-14,1.0923285929594002,0.0010268875931329358
2020-01-15,1.087216939659903,-0.004690576631686955
2020-01-16,1.090030930199224,0.002584907437633302
2020-01-17,1.0951964567527857,0.004727687567562103
2020-01-20,1.1031893478357693,0.007271632018395341
2020-01-21,1.10203221549186,-0.001049447791869787
2020-01-22,1.1110283171086046,0.00813005431711672
2020-01-23,1.1108506682055619,-0.0001599087120365411
2020-01-24,1.1006926130217978,-0.009186459706482533
2020-01-27,1.0814697407262166,-0.017618642827535586
2020-01-28,1.0831940516860417,0.0015931447004166044
2020-01-29,1.099169440752048,0.01464070901223341
2020-01-30,1.0963795620073213,-0.002541396473320981
2020-01-31,1.0838394107872447,-0.01150369725981544
2020-02-03,1.082420407512774,-0.00131009536847089
2020-02-04,1.0763830291555945,-0.0055932781970338685
2020-02-05,1.0730836751793482,-0.0030699303793023797
2020-02-06,1.0652465196653977,-0.007330196828201185
2020-02-07,1.0662451327959461,0.0009370087867426324
2020-02-10,1.067510052593606,0.0011856279994043734
2020-02-11,1.0623428853651182,-0.004852144741148624
2020-02-12,1.0500190832523246,-0.01166839975436789
2020-02-13,1.0595949554959005,0.00907837911149862
2020-02-14,1.055869497796073,-0.003522121627075374
2020-02-17,1.0532107049614938,-0.0025212832016242373
2020-02-18,1.0630361445653587,0.009285788381961861
2020-02-19,1.058947712345786,-0.0038534103501985384
2020-02-20,1.0567431571602595,-0.002084005763962185
2020-02-21,1.0600075917313998,0.0030843850281822988
2020-02-24,1.0718420057505673,0.011102598982264109
2020-02-25,1.0702754163360628,-0.00146265529391007
2020-02-26,1.0716514249581857,0.0012848326888546951
2020-02-27,1.0664410038370755,-0.004873906633203889
2020-02-28,1.0729983627329753,0.006129997916373933
2020-03-02,1.0716213623704094,-0.0012841442570667577
2020-03-03,1.0699946835379575,-0.00151911370703868
2020-03-04,1.0687172234061204,-0.0011946071648170492
2020-03-05,1.0687602181255011,4.02294017714383e-05
2020-03-06,1.0705650220950267,0.0016872650906590292
2020-03-09,1.0699390904910495,-0.0005848450541516143
2020-03-10,1.0595110919199526,-0.009794154393760343
2020-03-11,1.0503976931786745,-0.008638719817087748
2020-03-12,1.0589819906421318,0.008139212603042824
2020-03-13,1.0736710397331737,0.013775594222296704
2020-03-16,1.063177754248593,-0.009821349888279728
2020-03-17,1.0666250401322435,0.0032371906950291254
2020-03-18,1.0838891994168216,0.016056187733003463
2020-03-19,1.0980171700098287,0.012950297263731592
2020-03-20,1.0829121729570363,-0.01385211183562314
2020-03-23,1.0606221302136776,-0.020798217408693434
2020-03-24,1.0698281291015623,0.00864235731155201
2020-03-25,1.066064113777043,-0.0035245403728320496
2020-03-26,1.0722394178912282,0.005775907106388006
2020-03-27,1.0710801602492805,-0.0010817404616784987
2020-03-30,1.0734707669389485,0.00222947158734077
2020-03-31,1.076157954633324,0.0025001425289354062
2020-04-01,1.0783765828918785,0.0020594973105428904
2020-04-02,1.0762777356434798,-0.0019481992022457179
2020-04-03,1.0876480363276264,0.010509053014742614
2020-04-06,1.100168342573071,0.011445606722665966
2020-04-07,1.1006779799966198,0.0004631285950606884
2020-04-08,1.109667564205545,0.008134143367979352
2020-04-09,1.1078229030703668,-0.0016637379848129241
2020-04-10,1.1103306184626305,0.002261084669128305
2020-04-13,1.1052169337080417,-0.004616189646021507
2020-04-14,1.1129077318111589,0.006934532618543224
2020-04-15,1.1250123516822135,0.010817846451424182
2020-04-16,1.1232395010743585,-0.0015770928627389658
2020-04-17,1.118266964604961,-0.004436788117812757
2020-04-20,1.1212896546335056,0.0026993663281390246
2020-04-21,1.1185464534828,-0.0024494671840858545
2020-04-22,1.1206187279847477,0.0018509354385523868
2020-04-23,1.1205613240437546,-5.122653215974826e-05
2020-04-24,1.1190297384997783,-0.001367737001949823
2020-04-27,1.11808865223552,-0.0008413379673313237
2020-04-28,1.1222029333902002,0.0036729913253362168
2020-04-29,1.1246410433309164,0.002170253852012083
2020-04-30,1.1251016599485484,0.0004094838253251992
2020-05-01,1.1208772803922915,-0.003761731209359423
2020-05-04,1.1183679773593587,-0.0022412052226962187
2020-05-05,1.1247327092816821,0.005674956136955317
2020-05-06,1.1326781466037323,0.00703945417107843
2020-05-07,1.1437788952085408,0.009752731010329502
2020-05-08,1.143234287876314,-0.00047626078113505166
2020-05-11,1.1381695097341622,-0.004440061393867628
2020-05-12,1.1336550614562342,-0.003974298259941028
2020-05-13,1.1312487370292472,-0.0021248808306996297
2020-05-14,1.1383580112401968,0.006264783507656066
2020-05-15,1.1413809532297925,0.002652008680329082
2020-05-18,1.1351829025704658,-0.0054451061914693455
2020-05-19,1.1353620441004233,0.00015779606617516428
2020-05-20,1.1282778983773936,-0.006259095112798707
2020-05-21,1.1176807886838833,-0.009436672539458554
2020-05-22,1.1129163495051104,-0.004271902211995721
2020-05-25,1.1170566971733584,0.0037133654436290464
2020-05-26,1.1274494483800275,0.009260679014698278
2020-05-27,1.129865916488147,0.0021410114588373136
2020-05-28,1.13527430043213,0.004775328415613164
2020-05-29,1.1377127732462313,0.002145611629585348
2020-06-01,1.1418923355869315,0.0036669219662772146
2020-06-02,1.1420571719417223,0.0001443432567433678
2020-06-03,1.1437959462424483,0.0015213354018718817
2020-06-04,1.1313171497743395,-0.010969935191963293
2020-06-05,1.1274873086813866,-0.0033910370139414725
2020-06-08,1.1384929284206875,0.009713859016909715
2020-06-09,1.133112041450743,-0.004737528844531505
2020-06-10,1.1226883447009082,-0.009241749406838737
2020-06-11,1.1307094615455815,0.007119160851136355
2020-06-12,1.1074729144393618,-0.020764511639677727
2020-06-15,1.1023969106578506,-0.004593947255179989
2020-06-16,1.1037371537205227,0.0012150152152505672
2020-06-17,1.09449702685916,-0.008406912570404074
2020-06-18,1.078895082553463,-0.014357475808299935
2020-06-19,1.087614401855431,0.008049229825022167
2020-06-22,1.0948540924553647,0.006634429934513783
2020-06-23,1.0958370803480855,0.0008974226681483372
2020-06-24,1.096471315937575,0.0005786007190029391
2020-06-25,1.1025669671652538,0.00554393880918462
2020-06-26,1.0851322804697137,-0.015939170642468747
2020-06-29,1.0906158627571467,0.005040651341145286
2020-06-30,1.0869879167320333,-0.0033320564704382716
2020-07-01,1.073190351397625,-0.012774642884414072
2020-07-02,1.0633689359889953,-0.00919373934154867
2020-07-03,1.0607380844916665,-0.002477137749887663
2020-07-06,1.061664911037901,0.0008733747616271534
2020-07-07,1.0671957424536722,0.005196060015128193
2020-07-08,1.0596335718119512,-0.007111245325705125
2020-07-09,1.0566065290734556,-0.0028607763378855414
2020-07-10,1.06028579018885,0.0034761001178070725
2020-07-13,1.0616387498745505,0.0012752195881641434
2020-07-14,1.0657064804880594,0.003824236436027695
2020-07-15,1.0514762353921348,-0.013442825962695193
2020-07-16,1.048981660811055,-0.002375268514959429
2020-07-17,1.0549840871018599,0.005705836781439738
2020-07-20,1.0452190595988893,-0.009299193639854167
2020-07-21,1.0422562789470822,-0.0028386276825000667
2020-07-22,1.044943432294698,0.002574890000039541
2020-07-23,1.049271698827489,0.004133551163187858
2020-07-24,1.0543571753627157,0.00483496542997993
2020-07-27,1.0557329906553965,0.001304034784676826
2020-07-28,1.0603652185965122,0.00437809107341957
2020-07-29,1.0595360528003095,-0.0007822683534123506
2020-07-30,1.0554768588705414,-0.0038384625373319367
2020-07-31,1.0559499061592639,0.00044808307299312733
2020-08-03,1.0586388631587278,0.002543244802817868
2020-08-04,1.064858245505081,0.005857695877773392
2020-08-05,1.0677580264170696,0.002719460352308925
2020-08-06,1.0738920045015214,0.005728288720274963
2020-08-07,1.0757295832813252,0.0017096769383506544
2020-08-10,1.0802395058621588,0.004183667735931956
2020-08-11,1.078523692890739,-0.0015896262579612047
2020-08-12,1.0699411782838686,-0.007989481582962796
2020-08-13,1.073766580106587,0.0035689621108534325
2020-08-14,1.0746757297788927,0.0008463338507065238
2020-08-17,1.0768383075534946,0.002010285283172611
2020-08-18,1.0699077835547528,-0.006456793474860972
2020-08-19,1.070959203254017,0.0009822373741813079
2020-08-20,1.0786146372196326,0.00712277586124653
2020-08-21,1.070196487001073,-0.007835210074859003
2020-08-24,1.074380274576508,0.003901742253372073
2020-08-25,1.0735966972370228,-0.0007295956935539777
2020-08-26,1.080090382869497,0.006030314590129537
2020-08-27,1.0720361679248127,-0.007484924661318448
2020-08-28,1.068209448802578,-0.003575966393935731
2020-08-31,1.0598092453838814,-0.007894899676647818
2020-09-01,1.0563325552443146,-0.003285879298529859
2020-09-02,1.0636360989419837,0.006890264701153663
2020-09-03,1.0664647665357192,0.002655901701483103
2020-09-04,1.075309153315152,0.008258982865519515
2020-09-07,1.0905765318031018,0.01409827995318498
2020-09-08,1.094044590312288,0.003174977470817436
2020-09-09,1.0884651503707836,-0.005112877154295134
2020-09-10,1.0872483830063489,-0.0011184997221561632
2020-09-11,1.0876321115365788,0.0003528732131945489
2020-09-14,1.078745809396976,-0.008203879751285295
2020-09-15,1.0815928632856389,0.002635749267382692
2020-09-16,1.084951551920516,0.0031005053964555246
2020-09-17,1.0827210155625062,-0.002058001912956922
2020-09-18,1.0842359237904293,0.0013981897352985245
2020-09-21,1.0911727806152964,0.006377542135163616
2020-09-22,1.0909875878623287,-0.00016973340372918033
2020-09-23,1.0855044280704618,-0.005038540322458082
2020-09-24,1.0812184671431966,-0.003956174116042405
2020-09-25,1.0858927124811693,0.004313809674821326
2020-09-28,1.0855346663475682,-0.00032977951769123937
2020-09-29,1.0871532958508563,0.0014899790774388078
2020-09-30,1.0852658233432022,-0.0017376692792950427
2020-10-01,1.0887637717931498,0.003217942824932929
2020-10-02,1.088777541916489,1.2647404899049364e-05
2020-10-05,1.0918197849755022,0.002790285941678891
2020-10-06,1.0980968648442644,0.005732726914680811
2020-10-07,1.100402175514483,0.002097168543463132
2020-10-08,1.1035540060087192,0.002860159080557867
2020-10-09,1.0998113152252393,-0.003397252690731753
2020-10-12,1.098239361651681,-0.0014303162871425051
2020-10-13,1.0991460007996054,0.0008251981785854373
2020-10-14,1.0924759722689104,-0.00608686096990349
2020-10-15,1.091520646707228,-0.0008748416680789683
2020-10-16,1.0900142717104624,-0.0013810232634503955
2020-10-19,1.0924850488237419,0.002264173139084405
2020-10-20,1.0926064399250512,0.00011110848406974128
2020-10-21,1.0967201412792535,0.003757964874461131
2020-10-22,1.092099663961536,-0.004221895443157167
2020-10-23,1.0902383819163362,-0.0017057691864207497
2020-10-26,1.0887439595296937,-0.0013716702448915014
2020-10-27,1.0917158409099013,0.0027259234220791684
2020-10-28,1.0940658916164416,0.0021503076698719675
2020-10-29,1.0914934784617976,-0.002354010033085066
2020-10-30,1.0910768956869925,-0.0003817359429029582
2020-11-02,1.090018556439553,-0.0009704658541834221
2020-11-03,1.08691450489547,-0.002851767656871451
2020-11-04,1.0827293891962195,-0.0038578873715992695
2020-11-05,1.0818418818994864,-0.0008200306068163604
2020-11-06,1.0826932858128302,0.000786685261531736
2020-11-09,1.07477050660618,-0.007344563416614144
2020-11-10,1.075258701724536,0.00045412883216155997
2020-11-11,1.077441772830568,0.002028217004831287
2020-11-12,1.0820448882329778,0.004263163516624757
2020-11-13,1.075304430158972,-0.006248853581637334
2020-11-16,1.0744739779741714,-0.0007725933267977714
2020-11-17,1.0762193985628534,0.0016231239570650147
2020-11-18,1.0762291034777909,9.017558309384888e-06
