observation,state_h,state_q
0.6267127804985572,-0.8119842132930288,0.0
-0.5536802853902336,-1.1102799651923134,1.0
0.44662226083729206,-1.1094917398621873,0.0
-0.4966860525730846,-1.0963023830321392,0.0
-0.02971018092827681,-1.0381006939288002,0.0
-0.09074391211513207,-1.0646870276427254,0.0
0.2080160902610493,-1.1269955901379096,0.0
-0.23906534629002438,-1.061275830694374,0.0
0.6396531266707175,-1.1362739651342733,0.0
0.36622393704304823,-1.1492778648284765,0.0
0.3239981097516221,-1.0333114032031059,0.0
0.12416105165597852,-1.1321385172003169,0.0
0.04104086549355571,-0.997460044992079,0.0
-0.19838485411757073,-0.954168333838819,0.0
0.8949721830233712,-1.0260991819675738,0.0
-0.18795298314854506,-1.1551908738625332,0.0
0.4517820653556391,-1.1261221878809065,0.0
-0.10632940209068648,-1.174647283081745,0.0
0.2517742860691453,-1.3607608130899809,0.0
0.08159091456962746,-1.3285741282866967,0.0
-0.3587818363253958,-1.2248783453429952,0.0
0.2577300135455221,-1.272590071967466,0.0
0.22908608743960118,-1.3348227208388508,0.0
-0.043207449237637745,-1.2249702728677672,0.0
-0.4778694818799639,-1.4713213297754386,0.0
0.6460765351082898,-1.3972155558736599,0.0
-0.10006027862906322,-1.4387386848566641,0.0
-0.7886216557886495,-1.5680798325475513,0.0
-0.6879109981074133,-1.4858738910392462,0.0
0.010528227526804834,-1.4604782481509884,0.0
0.09807435819569722,-1.2063970670083215,0.0
0.199092932158006,-1.1672056524023071,0.0
-0.5783325120884389,-0.9426940491473037,0.0
-0.13459061236292,-1.0028846981462498,0.0
0.454618940232399,-1.223419101377261,0.0
-0.6255522387133392,-0.9172068945821754,0.0
-0.22349525935120756,-1.2394976298544065,0.0
0.08100342954899883,-1.3241272208177455,0.0
-0.24907216311321048,-1.3381986297490163,0.0
0.5038527508729448,-1.3361200534792939,0.0
-0.359969038496763,-1.4009307916557878,0.0
-0.528913922762155,-1.0696324080408395,0.0
-0.02563245803405812,-0.9278074838684777,0.0
-0.7329626861685478,-1.028191413666832,0.0
0.08697348003415481,-1.2190363074047699,0.0
0.11859167668001955,-1.2302609670991091,0.0
0.8077736881413752,-1.2849922227111963,0.0
0.8841388732744909,-1.2489572904465744,0.0
0.8940047695081963,-0.9829387136156826,0.0
-0.22210092010857418,-1.1495074045137352,0.0
0.7936656220058161,-1.1457904623863338,0.0
-0.02771967127590993,-1.1278290124794819,0.0
-0.1788005906793605,-1.2504786826490282,0.0
-0.2785633337981437,-1.1055789408161556,0.0
0.7519727045454037,-1.1515625367459652,0.0
0.13508344818197962,-1.1701915125310713,0.0
0.12915932168368274,-1.1385997633870826,0.0
-0.19684305705414212,-0.7568206648553821,0.0
0.737397298033646,-0.9836323451852711,0.0
-0.0941562423530274,-1.0934859504912542,0.0
-0.2833823357904548,-1.250043533755451,0.0
-0.7380192789915573,-1.3740713444679258,0.0
1.0901940023754464,-1.0434621373296433,0.0
0.2522223990803552,-0.606398197823693,0.0
0.6496436061111854,-0.3589016052281433,0.0
-1.1757639770731751,-0.3129196459013063,0.0
-0.46170606442080403,-0.3692581181204669,0.0
0.3001295204593187,-0.317449596195082,0.0
0.2683598242416585,-0.3299528061725495,0.0
0.32153813493880834,-0.36464721174939646,0.0
-0.8671415665794736,-0.4981663768511297,0.0
-1.4758621086128283,-0.33454994258226606,0.0
-0.4233811675211594,-0.2153976720710709,0.0
-0.0936691763082455,-0.19937816125546082,0.0
-2.25242659960838,-0.26119342314882976,0.0
-0.3171014098908218,-0.31888516013081747,0.0
-1.1347075059327247,-0.6028268726986803,0.0
-0.8261019517388954,-0.48516786446299165,0.0
1.3153017112316407,-0.5507812543824835,0.0
0.3616441844314567,-0.387646033404355,0.0
-0.6057601289436283,-0.2818184258826656,0.0
-0.17644014405159725,-0.15492628291695767,0.0
0.7290989648001889,-0.004591430409351088,0.0
-0.4527705430586119,-0.27025972584505664,0.0
-0.9810717332177142,-0.06546766907819673,0.0
0.2984911793105193,-0.08858632507441179,0.0
0.3132236132826138,0.057368070093825024,0.0
-2.101187706876025,0.036452063975897064,0.0
1.415733398192685,-0.08330701172204559,0.0
0.7914707012976728,-0.05555430946528551,0.0
0.280867754736851,0.07638305321702876,0.0
0.367365664549709,-0.08541022809038928,0.0
1.5092124228990387,0.03712571578886656,0.0
0.800987732973104,-0.10552629000668415,0.0
1.1453811885783807,-0.13064659297238468,1.0
-1.9311234221779758,-0.07360971998459921,0.0
1.40396791481155,0.13923672584250985,0.0
-0.7421975464769637,-0.1352793070916042,0.0
-1.3470428174890792,-0.09527543697630708,0.0
0.36337086291450593,-0.4689326893619145,0.0
-1.0480304578897175,-0.37957166474786663,1.0
-0.6113392011301354,-0.28416455199905255,0.0
-0.3334200499678631,-0.3325813275137998,0.0
0.7231608445902846,-0.274428799328569,0.0
-1.732978408735321,-0.5951549910068352,0.0
