t,merton_return,merton_log_price,kou_return,kou_log_price,bates_return,bates_log_price,bates_variance
0,0.004298304256641035,0.004298304256641035,0.004738545248347377,0.004738545248347377,0.004298304256641035,0.004298304256641035,0.03397777134240375
1,0.009914026265835627,0.014212330522476661,0.010354267257541967,0.015092812505889345,0.01139276847944928,0.015691072736090314,0.022185283896046168
2,-0.024121502988968962,-0.0099091724664923,-0.02368126199726262,-0.008588449491373273,0.0016940768544705873,0.0173851495905609,0.021059408996286142
3,0.002069867594844897,-0.007839304871647404,0.0025101085865512386,-0.006078340904822035,-0.007301386782705933,0.010083762807854968,0.027035121881213833
4,0.0002475552196961068,-0.007591749651951297,0.0006877962114024486,-0.005390544693419586,0.0011688809221866298,0.011252643730041598,0.031222024968082636
5,0.01153860297891158,0.003946853326960284,0.011978843970617922,0.006588299277198336,-0.009088051551349303,0.0021645921786922952,0.03620944508877933
6,0.0012911385013031143,0.005237991828263398,0.001731379493009456,0.008319678770207792,0.010996738465135844,0.013161330643828139,0.03238546512862713
7,0.0063492939801373886,0.011587285808400787,0.006789534971843729,0.01510921374205152,-0.007244945134764787,0.005916385509063352,0.040187022716741835
8,0.00510505310034726,0.016692338908748047,0.0055452940920536,0.02065450783410512,-0.004950165448245695,0.0009662200608176567,0.04048863627573258
9,0.011526663414377896,0.028219002323125943,0.011966904406084236,0.03262141224018936,0.005090459477887078,0.006056679538704735,0.04072572868252945
10,-0.0018698169527895936,0.02634918537033635,-0.0014295759610832535,0.031191836279106103,0.02768368542073451,0.033740364959439245,0.029337424649768004
11,0.015861803001228726,0.042210988371565075,0.016302043992935066,0.04749388027204117,-0.008300005161102724,0.02544035979833652,0.03499530784867297
12,-0.004937193411537734,0.03727379496002734,-0.004496952419831397,0.04299692785220977,-0.0008736337967756511,0.02456672600156087,0.032029336864111774
13,0.007165695267619308,0.04443949022764665,0.007605936259325645,0.05060286411153542,0.007809754721991507,0.03237648072355238,0.03261236786610245
14,0.005659172042284555,0.050098662269931205,0.006099413033990891,0.05670227714552631,-0.012849668614874011,0.019526812108678366,0.03962851612233609
15,0.027441453468913884,0.07754011573884509,0.02788169446062022,0.08458397160614653,0.003371310851404366,0.022898122960082732,0.039139405018976246
16,-0.005994421863779839,0.07154569387506525,-0.0055541808720735025,0.07902979073407303,0.01132116029340505,0.03421928325348778,0.036350406909207156
17,0.008219841169040398,0.07976553504410565,0.008660082160746749,0.08768987289481978,0.0012781170197833855,0.03549740027327117,0.03737864351330077
18,-0.0009763731183443092,0.07878916192576134,-0.0005361321266379726,0.0871537407681818,-0.017282264301167933,0.018215135972103235,0.04225182083468913
19,-0.009928257032060323,0.06886090489370102,-0.009488016040353986,0.07766572472782782,-0.007817804634343162,0.010397331337760073,0.04383040042486863
20,0.009823352278791858,0.07868425717249287,0.010263593270498195,0.08792931799832601,-0.01096717460356563,-0.0005698432658055568,0.05231075018654927
21,-0.014296442270803053,0.06438781490168982,-0.013856201279096717,0.0740731167192293,-0.0043901253053138965,-0.004959968571119453,0.05459251134177314
22,-0.007925404285498656,0.056462410616191165,-0.007485163293792313,0.06658795342543698,0.010898530343015557,0.005938561771896104,0.05480859519799139
23,0.0019293329197489148,0.05839174353594008,0.0023695739114552583,0.06895752733689224,-0.006388774154453784,-0.00045021238255768016,0.061419374872161175
24,0.011438200535173304,0.06982994407111338,0.011878441526879654,0.0808359688637719,-0.019499003215515093,-0.01994921559807277,0.06164736148083534
25,0.009012736810607408,0.07884268088172079,0.009452977802313745,0.09028894666608564,0.008192234993532487,-0.011756980604540284,0.059291693060012314
26,0.004101791946518038,0.08294447282823883,0.0045420329382243885,0.09483097960431003,-0.006132669687940554,-0.017889650292480838,0.06207102911824316
27,-0.017899207810371298,0.06504526501786753,-0.017458966818664948,0.07737201278564508,-0.004439564396638104,-0.022329214689118942,0.06589213809437443
28,-0.005466908505493036,0.059578356512374496,-0.005026667513786692,0.07234534527185839,-0.005462812076277732,-0.027792026765396674,0.06522901081457198
29,-0.003007236625150976,0.05657111988722352,-0.0025669956334446326,0.06977834963841376,0.008243911565822215,-0.01954811519957446,0.05928965202134886
30,-0.010449216804168375,0.046121903083055145,-0.010008975812462031,0.059769373825951724,0.007794996209710253,-0.011753118989864206,0.0587716669101408
31,-0.020742936304632986,0.02537896677842216,-0.02030269531292664,0.039466678513025086,-0.0010820435955371868,-0.012835162585401393,0.05661735966111049
32,0.0025097257905328865,0.027888692568955046,0.00294996678223923,0.042416645295264316,-0.02486530613324879,-0.03770046871865018,0.05739451080152113
33,0.009419842555149941,0.03730853512410499,0.009860083546856288,0.052276728842120604,-0.014625320172760886,-0.05232578889141107,0.06447118773928184
34,-0.003934293030818291,0.033374242093286696,-0.0034940520391119473,0.04878267680300866,-0.005638010700585207,-0.057963799591996275,0.07352301707593091
35,0.01126870996823081,0.044642952061517506,0.011708950959937153,0.06049162776294581,0.012990164213194384,-0.04497363537880189,0.06275453382938796
36,-0.01561290705641865,0.029030045005098856,-0.015172666064712306,0.045318961698233504,-0.014577793620328981,-0.05955142899913087,0.06563983285357826
37,-0.011124780050093052,0.017905264955005804,-0.010684539058386712,0.03463442263984679,-0.027469306228187378,-0.08702073522731825,0.07739181365971283
38,0.002253625516993308,0.020158890471999112,0.002693866508699648,0.03732828914854644,-0.010027179602231553,-0.0970479148295498,0.07124545161138779
39,-0.004923647469381639,0.015235243002617473,-0.004483406477675297,0.03284488267087114,-0.008505804241903475,-0.10555371907145328,0.07513853042121571
40,0.00834092802694787,0.023576171029565343,0.008781169018654209,0.04162605168952535,0.028048330353877646,-0.07750538871757563,0.0632849426044528
41,0.0062140569726662764,0.02979022800223162,0.00665429796437262,0.04828034965389797,0.0032540293665649506,-0.07425135935101068,0.06307345169882353
42,-0.004114818618600115,0.025675409383631505,-0.0036745776268937713,0.0446057720270042,0.013625412618900712,-0.06062594673210997,0.06000745293990602
43,-0.014606933473855525,0.01106847590977598,-0.014166692482149183,0.030439079544855016,-0.01792461878816741,-0.07855056552027738,0.06250585446350115
44,-0.005454683697036127,0.005613792212739853,-0.005014442705329785,0.02542463683952523,-0.005724639447304197,-0.08427520496758158,0.05646608938814831
45,0.006516068493908511,0.012129860706648364,0.006956309485614851,0.03238094632514008,-0.002899898561016301,-0.08717510352859788,0.049442164276712226
46,0.008842294309800772,0.020972155016449136,0.009282535301507112,0.041663481626647195,0.00483191766439639,-0.08234318586420149,0.05190974371560947
47,-0.004873827540150911,0.016098327476298226,-0.004433586548444571,0.037229895078202624,0.04225648468129654,-0.04008670118290495,0.03915990637219421
48,-0.020799185762944428,-0.004700858286646202,-0.020358944771238084,0.01687095030696454,-0.026116790071257216,-0.06620349125416217,0.04967039853195572
49,-0.016205218823336805,-0.020906077109983007,-0.015764977831630462,0.0011059724753340779,-0.00539132416449295,-0.07159481541865512,0.0484510206961376
50,0.0054959117386377265,-0.015410165371345281,0.005936152730344068,0.007042125205678146,0.01522334385673299,-0.056371471561922126,0.043887604446381
51,-0.004305170440546156,-0.019715335811891437,-0.003864929448839812,0.003177195756838334,-0.013215863007803155,-0.06958733456972528,0.04070257410012076
52,-0.004029274228048989,-0.023744610039940425,-0.003589033236342648,-0.0004118374795043138,-0.00022568540577939944,-0.06981301997550468,0.048950755975605165
53,-0.011303247239469794,-0.03504785727941022,-0.010863006247763454,-0.011274843727267767,0.014138230549943738,-0.05567478942556094,0.04149449087553454
54,-0.011509922936616138,-0.046557780216026357,-0.011069681944909801,-0.022344525672177568,-0.01192813072083821,-0.06760292014639915,0.04247642941407855
55,0.011046117319079549,-0.03551166289694681,0.011486358310785894,-0.010858167361391674,-0.010209714335161046,-0.0778126344815602,0.05004680988721594
56,0.005932453357616503,-0.029579209539330305,0.006372694349322845,-0.004485473012068829,0.01356748499721154,-0.06424514948434866,0.04718968610735293
57,-0.007026355922015261,-0.036605565461345566,-0.006586114930308921,-0.01107158794237775,-0.00011284286155406609,-0.06435799234590273,0.04404279009561361
58,0.0013679762868141487,-0.03523758917453142,0.0018082172785204888,-0.00926337066385726,0.05339081095547663,-0.010967181390426094,0.040282283751352316
59,0.0033906746279800323,-0.031846914546551384,0.003830915619686375,-0.005432455044170886,0.0024814746894330376,-0.008485706700993056,0.03903310573453771
60,0.020639747058945026,-0.011207167487606359,0.02107998805065137,0.015647533006480484,0.016715140276949234,0.008229433575956178,0.03433832280240455
61,-0.012435626439738397,-0.023642793927344755,-0.011995385448032055,0.0036521475584484295,0.013384373217099824,0.021613806793056002,0.03171791458339246
62,0.003230927598470084,-0.02041186632887467,0.003671168590176424,0.007323316148624854,0.0025313598004456407,0.024145166593501643,0.02625756775627738
63,0.010980642639970653,-0.009431223688904018,0.011420883631676993,0.018744199780301847,0.017338637961661702,0.041483804555163345,0.02691452345534552
64,0.018895113445520566,0.009463889756616549,0.019335354437226913,0.03807955421752876,-0.0034748891085920677,0.03800891544657128,0.03395318489854586
65,-0.007600881789988901,0.0018630079666276476,-0.007160640798282561,0.0309189134192462,0.01678424579210675,0.05479316123867803,0.024655213022605565
66,-0.004451911986355457,-0.002588904019727809,-0.004011670994649115,0.026907242424597085,-0.0034134883450372758,0.05137967289364075,0.026307690617718333
67,0.008461379670898493,0.005872475651170684,0.008901620662604838,0.03580886308720192,0.0039355369160749346,0.05531520980971569,0.030507147298652934
68,-0.01807118762558049,-0.012198711974409806,-0.017630946633874146,0.018177916453327777,0.007563150808031355,0.06287836061774704,0.02016108108748066
69,0.004409133112184836,-0.0077895788622249695,0.004849374103891177,0.023027290557218954,-0.007043690198857019,0.05583467041889002,0.019301828368167375
70,0.025615674548415575,0.017826095686190604,0.026055915540121922,0.049083206097340876,-0.0024238943906372684,0.053410776028252754,0.02359819558362676
71,0.005680298009705043,0.023506393695895647,0.006120539001411386,0.05520374509875226,0.0007881930231981166,0.05419896905145087,0.022146898030419124
72,-0.026402028389831852,-0.0028956346939362047,-0.02596178739812551,0.029241957700626754,0.009895180623480965,0.06409414967493184,0.021012244288653992
73,-0.009782865181452487,-0.012678499875388691,-0.009342624189746147,0.019899333510880607,-0.0009139445294246845,0.06318020514550715,0.019613625854309792
74,-0.007252464895144615,-0.019930964770533306,-0.006812223903438275,0.013087109607442332,0.0026390429927412723,0.06581924813824842,0.019825575836470485
75,0.013889318446694764,-0.006041646323838542,0.014329559438401106,0.027416669045843438,0.0013018825883070462,0.06712113072655547,0.020667775457627394
76,-0.0015393811783098576,-0.0075810275021484,-0.0010991401866035158,0.026317528859239922,0.017494690827947967,0.08461582155450344,0.012343219683670867
77,-0.020639791980659548,-0.028220819482807948,-0.020199550988953204,0.006117977870286718,-0.009728006436412112,0.07488781511809132,0.015000517814006593
78,-0.00021836654147339152,-0.02843918602428134,0.00022187445023295026,0.006339852320519668,0.009812355297304995,0.08470017041539632,0.010231743335065187
79,0.0021005346029321775,-0.02633865142134916,0.0025407755946385193,0.008880627915158187,-0.013164193387120243,0.07153597702827608,0.015241147825124111
80,-0.005831303351491353,-0.032169954772840514,-0.00539106235978501,0.003489565555373177,-0.003609062329352264,0.06792691469892381,0.014738516957136317
81,-0.01170009837321978,-0.043870053146060295,-0.011259857381513437,-0.00777029182614026,-0.012933096870179316,0.0549938178287445,0.015938462223357208
82,0.02727542793229615,-0.016594625213764144,0.027715668924002495,0.019945377097862236,-0.009731711089107677,0.04526210673963682,0.016884830489971244
83,0.011023200908235699,-0.005571424305528445,0.011463441899942039,0.031408818997804275,0.024284677758919196,0.06954678449855602,0.0055963231794228345
84,0.012195946670452283,0.006624522364923838,0.012636187662158627,0.0440450066599629,0.0021370708141381783,0.0716838553126942,0.008624459254139034
85,-0.0015142221069558894,0.005110300257967949,-0.0010739811152495476,0.042971025544713354,-0.0009134248157071784,0.07077043049698702,0.011372999636289518
86,-0.007790319633431974,-0.002680019375464025,-0.007350078641725634,0.03562094690298772,-0.002010970931281289,0.06875945956570573,0.012504432563672853
87,-0.005273023138065677,-0.007953042513529702,-0.004832782146359335,0.030788164756628385,-0.0011639590597832816,0.06759550050592245,0.01296714995475376
88,-0.015641270152782282,-0.023594312666311984,-0.015201029161075939,0.015587135595552446,-0.003470689759513257,0.06412481074640919,0.016105558614262865
89,0.02035390972651951,-0.003240402939792473,0.020794150718225855,0.0363812863137783,0.001749208742251665,0.06587401948866085,0.017148873407096088
90,-0.001035472505796062,-0.004275875445588535,-0.0005952315140897238,0.03578605479968858,0.0005052656292720281,0.06637928511793288,0.015476609405456287
91,0.016913305242876323,0.012637429797287788,0.01735354623458267,0.05313960103427125,-0.0002545262146041172,0.06612475890332876,0.02208732150772215
92,-0.004717966567142594,0.007919463230145194,-0.00427772557543625,0.048861875458835,0.004107088147704191,0.07023184705103296,0.01862757942063351
93,0.005861053284846455,0.01378051651499165,0.0063012942765527935,0.05516316973538779,0.0027469687390772324,0.07297881579011019,0.014850707537188992
94,0.002767766824488562,0.016548283339480212,0.003208007816194902,0.05837117755158269,0.002526170391097468,0.07550498618120766,0.015959868787909913
95,-0.01677795578342258,-0.0002296724439423692,-0.016337714791716237,0.042033462759866455,0.007887661662288478,0.08339264784349613,0.015144899206868716
96,0.02217537676776218,0.02194570432381981,0.02261561775946852,0.06464908051933498,-0.0031468759815950487,0.08024577186190109,0.017647459599261353
97,-0.004368476555468147,0.017577227768351664,-0.003928235563761803,0.06072084495557317,-0.0019414161401775376,0.07830435572172355,0.018637477241076027
98,-0.013488234685925691,0.004088993082425973,-0.01304799369421935,0.04767285126135382,0.0018136378853488982,0.08011799360707245,0.023120753921535335
99,0.008564385672009893,0.012653378754435866,0.009004626663716236,0.05667747792507006,-0.0017759666131461072,0.07834202699392634,0.024853413860616038
100,0.000394700452575383,0.013048079207011249,0.0008349414442817282,0.05751241936935179,-0.003204199123707424,0.07513782787021892,0.02021719378002913
101,0.0047122694557017765,0.017760348662713026,0.0051525104474081165,0.0626649298167599,0.0159702716004142,0.09110809947063311,0.010288878808992163
102,0.0016004924610881627,0.019360841123801188,0.0020407334527944992,0.0647056632695544,-0.0015810129621248586,0.08952708650850826,0.011473185494624984
103,-0.025370510683715798,-0.00600966955991461,-0.024930269692009455,0.03977539357754495,-0.0017409062856311996,0.08778618022287706,0.01596129202152525
104,-0.01016447291679122,-0.01617414247670583,-0.009724231925084877,0.030051161652460072,0.014293608004517872,0.10207978822739493,0.014958844882227765
105,-0.010604449978503135,-0.026778592455208965,-0.010164208986796795,0.019886952665663277,0.013945191313353561,0.11602497954074849,0.011960703453019174
106,0.01199851729941129,-0.014780075155797675,0.012438758291117635,0.03232571095678091,-0.0015283169238898692,0.11449666261685862,0.013395853808664466
107,0.00084515043962906,-0.013934924716168615,0.0012853914313354017,0.033611102388116314,0.007727036346027449,0.12222369896288607,0.008330867255435775
108,0.006613930154990954,-0.007320994561177662,0.007054171146697298,0.04066527353481361,-0.0005741200172918043,0.12164957894559426,0.011747519067011318
109,-0.0036690630398961534,-0.010990057601073815,-0.0032288220481898125,0.0374364514866238,0.012946065771887436,0.1345956447174817,0.009738916294403013
110,0.007238847159941856,-0.0037512104411319587,0.0076790881516482015,0.045115539638272,0.00010304861210547189,0.13469869332958717,0.007883413366295
111,-0.0014873586800561531,-0.005238569121188112,-0.001047117688349808,0.04406842194992219,0.00897548863722697,0.14367418196681414,0.006835514281589009
112,-0.0023611260839256788,-0.007599695205113791,-0.0019208850922193405,0.04214753685770285,-0.00475458205122925,0.1389195999155849,0.009402369381555148
113,0.002683845120278767,-0.004915850084835024,0.003124086111985107,0.04527162296968796,-0.0035795680250783612,0.13534003189050653,0.012124813423970263
114,0.0015992939952878754,-0.0033165560895471484,0.002039534986994218,0.04731115795668218,0.004737181348389963,0.1400772132388965,0.005524882939094988
115,0.032176421504795216,0.028859865415248067,0.03261666249650156,0.07992782045318374,0.0008649172973803076,0.1409421305362768,0.006782856337780089
116,-0.010290625870321837,0.01856923954492623,-0.00985038487861549,0.07007743557456825,-0.010179092888282948,0.13076303764799385,0.010093380643781761
117,-0.017978406259031826,0.0005908332858944043,-0.017538165267325483,0.052539270307242765,-0.009490949770101342,0.12127208787789251,0.01752547112267251
118,0.004435479203134502,0.005026312489028907,0.004875720194840845,0.05741499050208361,0.00756382106230391,0.12883590894019642,0.013800261599153086
119,-0.008726363042645707,-0.0037000505536168007,-0.008286122050939364,0.049128868451144246,0.008418115483624034,0.13725402442382045,0.012168038757975588
120,-0.026594068976357632,-0.030294119529974434,-0.02615382798465129,0.022975040466492958,0.00239301406161202,0.13964703848543247,0.009920614754588372
121,-0.012925933535432373,-0.043220053065406806,-0.012485692543726029,0.010489347922766928,-0.0004380691430036776,0.1392089693424288,0.011711323830578635
122,0.028315740222314863,-0.014904312843091943,0.028755981214021203,0.03924532913678813,-0.0067008389325439455,0.13250813040988485,0.014493978022192057
123,-0.010588177489654554,-0.025492490332746497,-0.010147936497948214,0.029097392638839918,-0.005129473763226061,0.1273786566466588,0.014747155839030923
124,-0.021686066263317642,-0.04717855659606414,-0.0212458252716113,0.00785156736722862,0.006968768861097069,0.13434742550775586,0.013018613225814081
125,0.02728522199457105,-0.01989333460149309,0.027725462986277392,0.03557703035350601,0.006671031195550958,0.14101845670330682,0.01355907570805997
126,-0.013358969531059722,-0.03325230413255281,-0.012918728539353379,0.022658301814152633,0.017585603659884458,0.15860406036319127,0.00757046717786147
127,0.03705963596370982,0.0038073318311570084,0.037499876955416164,0.0601581787695688,0.00931651804653752,0.1679205784097288,0.0042406099055802265
128,-0.004180270855188298,-0.0003729390240312892,-0.0037400298634819584,0.05641814890608684,0.005902183544736511,0.1738227619544653,0.0007229814899324862
129,0.022238773046432965,0.021865834022401675,0.0226790140381393,0.07909716294422614,-0.0021750915035155804,0.17164767045094972,0.0019712746549130134
130,-0.0026309804849803733,0.0192348535374213,-0.00219073949327403,0.07690642345095211,0.002000772416619473,0.1736484428675692,0.0024885926076136876
131,0.00593676758170009,0.02517162111912139,0.006377008573406437,0.08328343202435855,-0.006725865255659436,0.16692257761190976,0.005834689640532241
132,-0.0012267809675633769,0.023944840151558015,-0.0007865399758570368,0.08249689204850151,-0.010350432416335792,0.15657214519557397,0.00694497448116261
133,-0.0025414772131027406,0.021403362938455274,-0.0021012362213963937,0.08039565582710512,0.004515291179680692,0.16108743637525466,0.006633822970702489
134,0.0033842955738044994,0.024787658512259773,0.00382453656551085,0.08422019239261597,-0.0030900764858918517,0.1579973598893628,0.008232221821326926
135,0.006400056880341995,0.03118771539260177,0.0068402978720483315,0.0910604902646643,0.005212035261376952,0.16320939515073976,0.006417543095358207
136,0.002417455371844235,0.033605170764446,0.0028576963635505714,0.09391818662821487,-0.0008156746957830585,0.1623937204549567,0.007341596053548344
137,0.0011289243389275908,0.034734095103373594,0.0015691653306339343,0.0954873519588488,-0.01023357252172069,0.152160147933236,0.009256045162406084
138,-0.008631546822021996,0.026102548281351598,-0.00819130583031566,0.08729604612853314,-0.013622781150166852,0.13853736678306916,0.013348299052518059
